age,income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,months_employed,savings_balance,existing_loans,monthly_debt_payment,employment_status,risk_flag,credit_score
42,30315.82,0.4082,0.4213,3,11,31331.75,79,40239.98,1,259.48,Full-time,1,613.05
57,71742.67,0.5451,0.3469,0,10,19129.83,160,10495.39,3,259.97,Full-time,1,733.08
24,50847.17,0.265,0.4069,1,7,4467.36,95,22472.34,2,754.53,Part-time,1,722.94
24,56004.11,0.4172,0.3224,0,7,13257.0,110,67769.04,1,153.44,Full-time,1,735.91
33,44039.25,0.469,0.3146,0,9,20398.0,175,20923.37,3,75.46,Self-employed,1,776.48
43,61310.24,0.4167,0.3108,2,16,8338.61,30,15954.33,1,495.47,Self-employed,1,622.29
52,151533.96,0.2579,0.3019,1,13,6553.91,106,5907.71,0,352.43,Full-time,1,760.49
44,37459.15,0.7142,0.3468,1,3,5530.14,71,5924.44,3,628.85,Full-time,1,583.21
41,39092.09,0.2436,0.2474,0,5,32612.58,37,11898.66,0,396.05,Full-time,1,745.9
65,36832.26,0.3637,0.1297,1,16,37432.99,44,9680.2,2,501.98,Full-time,1,720.13
28,143966.83,0.2578,0.4006,2,15,30585.68,35,23816.41,0,637.11,Unemployed,1,651.68
47,53741.84,0.3345,0.4941,2,8,42728.14,122,5294.43,2,590.12,Self-employed,1,677.79
46,65412.09,0.3376,0.3274,4,5,44191.86,114,6912.13,1,419.25,Full-time,1,661.87
43,55201.63,0.2168,0.1991,1,15,6240.26,137,11744.21,2,924.68,Part-time,1,824.35
58,43261.13,0.587,0.3659,0,15,36348.44,146,14499.67,4,796.74,Full-time,1,704.09
33,59526.82,0.6336,0.5201,0,7,19507.32,113,14039.5,2,711.92,Self-employed,1,624.06
65,200027.4,0.3776,0.0764,0,2,68165.0,59,11314.98,1,337.41,Unemployed,1,766.79
36,123801.15,0.282,0.191,2,9,150000.0,110,6858.33,4,311.11,Part-time,1,759.32
46,45079.28,0.4423,0.1766,2,11,15725.87,111,21862.61,5,152.04,Full-time,1,715.66
45,88557.59,0.2986,0.1296,2,12,14566.94,58,36506.36,0,511.71,Full-time,1,726.35
60,45515.8,0.4516,0.3905,1,16,13785.96,159,17391.3,2,358.21,Part-time,1,724.4
41,29751.49,0.2599,0.5075,2,9,18964.87,83,8159.43,2,940.51,Part-time,1,664.32
34,104692.2,0.3127,0.2395,3,16,21213.15,88,2622.06,1,851.09,Unemployed,1,694.65
22,111529.21,0.2494,0.1268,2,15,114308.39,176,54780.44,0,185.59,Full-time,1,840.15
38,105950.1,0.3798,0.2837,2,1,19934.71,84,11515.38,1,112.75,Full-time,1,685.14
59,53560.15,0.3389,0.3898,1,10,13349.83,163,41097.61,1,218.88,Part-time,1,761.71
21,61386.85,0.2968,0.2383,1,3,18199.81,65,53938.87,2,981.53,Part-time,1,730.55
63,92725.1,0.4671,0.37,2,1,10122.65,129,26453.04,3,1239.16,Part-time,1,674.87
46,78918.68,0.3261,0.2772,1,1,5571.0,171,30077.02,0,588.54,Self-employed,1,800.37
27,55429.27,0.3011,0.3921,4,14,16259.02,156,28110.31,2,619.41,Part-time,1,691.64
35,31933.72,0.351,0.445,2,15,92354.46,34,11070.38,2,149.87,Full-time,1,611.78
47,69650.41,0.5053,0.453,0,9,33585.82,128,5033.65,1,395.19,Full-time,1,691.83
35,107533.14,0.579,0.4038,3,17,12890.14,40,26325.95,2,976.41,Self-employed,1,533.68
26,38603.0,0.2697,0.5705,3,12,23054.97,116,3640.24,0,233.17,Part-time,1,648.13
52,88207.01,0.711,0.2743,5,1,104811.44,134,9567.77,0,553.3,Self-employed,1,554.79
52,76817.96,0.3983,0.2812,0,6,20727.99,136,7756.96,6,619.3,Full-time,1,773.54
26,92741.07,0.2741,0.2466,3,12,9671.12,156,21743.92,2,222.04,Full-time,1,761.12
34,97967.29,0.3842,0.2703,0,12,18919.68,46,16283.08,0,519.59,Self-employed,1,705.5
32,48411.4,0.1944,0.5278,0,13,28263.48,29,7743.47,3,99.21,Unemployed,1,683.9
51,31964.09,0.2974,0.3148,1,13,24140.6,173,9336.9,1,290.44,Full-time,1,801.25
55,52047.72,0.4296,0.4238,2,11,49857.64,118,70582.37,2,8.16,Full-time,1,663.5
55,98726.36,0.5669,0.2031,0,17,19338.69,79,6857.52,1,317.21,Full-time,1,694.99
65,51849.38,0.2036,0.4268,2,11,3497.8,78,11432.11,1,314.72,Full-time,1,697.22
57,48420.59,0.1687,0.3694,0,7,25090.47,10,21854.28,5,316.25,Self-employed,1,715.37
36,29155.31,0.3548,0.1729,0,4,23924.68,177,14183.72,0,774.44,Part-time,1,847.83
26,145610.63,0.3358,0.4743,4,4,22858.93,36,22419.65,0,275.01,Full-time,1,560.68
49,95948.91,0.4813,0.161,1,8,9956.77,127,33991.21,1,1588.86,Full-time,1,746.19
64,93568.89,0.1784,0.1574,1,9,72788.51,120,45405.62,4,303.24,Self-employed,1,832.13
66,102280.72,0.4197,0.4338,0,2,8423.37,173,13882.0,2,153.97,Self-employed,1,759.81
31,85778.08,0.3987,0.2316,0,12,9073.73,120,18854.15,0,250.17,Self-employed,1,772.49
32,59281.47,0.651,0.3324,0,7,15364.44,167,15972.4,0,672.17,Full-time,1,710.77
22,61470.1,0.422,0.1506,0,9,45636.86,98,6241.91,4,401.72,Part-time,1,767.42
27,54589.46,0.221,0.1639,2,12,47042.81,96,15768.47,1,457.25,Full-time,1,772.72
47,216562.26,0.2672,0.2441,0,15,28229.96,91,3293.59,0,287.44,Full-time,1,784.65
46,84979.08,0.2526,0.1706,2,10,33703.16,167,18374.09,2,135.01,Full-time,1,820.74
38,53706.53,0.3699,0.1905,4,17,7246.32,115,2181.44,1,68.15,Full-time,1,687.24
35,81590.94,0.628,0.3228,0,13,5487.03,164,5761.76,3,228.01,Unemployed,1,717.57
60,41986.73,0.2239,0.497,3,17,13899.48,130,27641.51,4,324.27,Part-time,1,691.91
42,130226.17,0.3332,0.2448,0,8,33521.63,100,19838.93,5,308.87,Full-time,1,772.17
58,49144.44,0.0991,0.2438,2,3,34137.85,38,13166.12,1,265.82,Self-employed,1,740.99
66,82908.13,0.5766,0.4044,1,5,9814.61,119,9109.57,2,353.62,Part-time,1,650.09
35,106904.37,0.4933,0.2941,0,5,9099.45,39,6407.36,1,653.11,Full-time,1,660.98
30,78680.12,0.4093,0.2671,0,6,40865.63,133,8221.13,0,261.93,Full-time,1,771.27
65,69044.84,0.2545,0.1766,0,6,20602.16,9,23918.85,2,538.45,Self-employed,1,737.0
50,66493.6,0.2117,0.2242,1,9,4229.4,77,10765.52,1,342.96,Full-time,1,769.61
34,64511.68,0.2847,0.3908,0,16,8209.85,109,2270.88,1,1047.92,Full-time,1,757.72
50,51046.16,0.5124,0.2712,2,2,25326.27,67,4690.21,2,484.15,Self-employed,1,634.31
45,54053.66,0.4227,0.1594,3,14,7860.27,69,6699.9,0,152.26,Self-employed,1,665.84
63,128774.19,0.1683,0.4272,0,10,9054.05,12,10671.49,1,286.6,Self-employed,1,702.71
33,63016.92,0.4585,0.2993,1,3,9287.54,168,10409.93,1,403.45,Part-time,1,752.62
67,46462.08,0.3763,0.1786,0,14,33271.2,9,5445.21,1,542.82,Self-employed,1,699.96
64,52452.65,0.2427,0.2257,0,8,17913.87,62,22531.34,2,411.46,Self-employed,1,772.43
29,108571.78,0.1889,0.4026,2,12,58305.61,161,2482.77,3,171.45,Self-employed,1,776.85
28,89681.79,0.5277,0.1772,1,16,13356.14,102,7085.31,2,278.02,Full-time,1,707.39
46,85148.16,0.3544,0.2721,0,3,15558.45,89,26028.38,0,401.07,Full-time,1,749.82
23,58930.58,0.0994,0.3741,0,4,22792.83,64,21140.92,0,605.22,Unemployed,1,779.99
35,85649.02,0.4629,0.2973,1,4,11646.17,13,10620.09,1,972.73,Self-employed,1,622.64
41,49533.15,0.1567,0.2929,1,10,5890.29,66,29671.23,1,559.51,Self-employed,1,759.76
66,58875.11,0.1929,0.1679,1,17,14089.84,98,16670.98,3,645.17,Part-time,1,806.82
67,102376.45,0.2209,0.3405,1,12,10678.06,67,14185.54,2,216.03,Full-time,1,729.44
28,98068.84,0.5122,0.3186,0,10,16502.34,86,22262.39,1,650.97,Full-time,1,688.36
62,42537.47,0.4693,0.101,1,2,11864.21,111,18870.23,2,588.44,Self-employed,1,751.46
25,45026.8,0.3442,0.3395,0,6,24723.27,81,41437.07,2,420.34,Part-time,1,729.36
56,69488.46,0.2628,0.4922,1,8,14096.0,67,10568.44,1,764.03,Full-time,1,678.94
60,143883.55,0.38,0.4993,2,9,5818.63,155,10867.88,1,422.32,Part-time,1,690.34
62,27945.06,0.3359,0.3104,0,16,11662.82,29,15792.9,1,400.85,Full-time,1,695.8
31,75000.48,0.3763,0.2227,1,6,7773.06,97,13604.11,0,371.26,Self-employed,1,737.27
62,35624.2,0.387,0.423,1,1,69226.64,32,64753.77,4,639.24,Self-employed,1,629.82
26,49739.32,0.3923,0.2479,3,8,18624.57,27,20863.28,2,251.25,Part-time,1,617.83
45,56162.65,0.4041,0.2119,0,11,28767.95,96,7224.98,2,445.3,Full-time,1,755.8
43,54763.06,0.2431,0.5674,0,7,16863.2,10,3761.59,1,726.17,Self-employed,1,643.55
35,52041.24,0.1605,0.1113,0,15,65102.36,79,50786.68,0,172.54,Unemployed,0,839.86
22,66386.11,0.2926,0.4727,2,14,7460.28,54,9712.79,4,332.2,Full-time,1,639.05
57,52007.07,0.194,0.2441,1,8,10361.84,157,17694.95,5,252.43,Self-employed,1,836.61
36,34265.5,0.3333,0.3696,1,16,39301.32,40,13150.5,2,299.44,Full-time,1,665.94
52,93989.78,0.3558,0.2928,1,5,12551.98,10,26516.45,3,191.04,Full-time,1,653.39
40,92854.82,0.2088,0.4065,0,16,10681.13,14,8349.35,0,174.6,Unemployed,1,697.4
38,96705.78,0.3617,0.2671,4,13,12173.11,49,14780.04,0,256.98,Full-time,1,615.55
62,33079.51,0.2206,0.2434,1,3,69722.41,6,8402.33,4,140.17,Full-time,1,702.97
25,75698.47,0.3848,0.3349,0,7,75447.44,125,142107.22,0,280.81,Full-time,1,755.0
55,89696.81,0.2342,0.3831,2,12,24024.03,10,7045.96,4,866.15,Part-time,1,642.3
56,41604.31,0.3891,0.227,1,6,20695.88,124,21507.03,1,78.81,Part-time,1,754.85
38,66444.88,0.1966,0.2183,2,14,31207.5,45,150000.0,6,449.5,Full-time,1,723.94
33,62798.09,0.3499,0.4322,2,5,23735.91,16,33990.0,2,176.95,Unemployed,1,600.31
21,151595.0,0.224,0.234,4,16,20394.17,71,13120.4,5,273.26,Full-time,1,683.47
65,157317.8,0.2855,0.2703,0,17,13155.25,46,15396.78,3,196.87,Unemployed,1,735.11
65,31289.56,0.3996,0.4055,1,2,11719.75,94,6695.37,1,156.28,Full-time,1,682.08
32,203265.27,0.2191,0.3798,0,13,25522.2,43,55709.09,3,329.65,Full-time,1,725.15
22,43833.27,0.1306,0.4748,1,12,19878.36,167,11026.63,0,204.33,Full-time,1,806.29
26,102878.4,0.1244,0.2141,1,3,50410.32,172,12550.64,3,583.82,Self-employed,1,850.0
24,102408.41,0.363,0.2965,1,12,15043.44,64,6332.76,4,245.73,Part-time,1,695.31
60,42274.5,0.4874,0.3171,1,6,9436.83,165,10244.67,2,1300.29,Part-time,1,737.0
62,82616.98,0.5371,0.4343,0,14,6484.88,175,14122.66,0,292.77,Full-time,1,726.13
28,63045.36,0.5082,0.1322,0,16,10533.21,176,33727.16,2,474.36,Part-time,1,811.16
56,84918.61,0.2772,0.135,1,1,6590.49,59,16752.81,5,646.02,Full-time,1,757.26
29,73409.05,0.7032,0.1267,2,15,40267.99,28,33883.86,1,318.8,Unemployed,1,580.7
38,113363.28,0.5663,0.3912,4,17,13392.0,118,1915.99,2,562.91,Part-time,1,580.64
49,68454.86,0.5627,0.4058,1,6,10535.72,126,43940.11,1,237.56,Full-time,1,659.74
54,61356.52,0.2501,0.2925,1,17,25231.17,88,4271.82,1,271.8,Full-time,1,750.18
62,108361.58,0.4822,0.1237,1,13,70568.97,95,25688.57,3,483.41,Unemployed,1,728.58
23,85920.54,0.3812,0.5732,0,10,13376.27,68,951.43,1,352.24,Self-employed,1,649.01
30,91979.04,0.2583,0.3051,0,2,8153.21,135,14126.95,0,713.6,Self-employed,1,808.74
34,49066.71,0.6015,0.2853,1,9,13671.54,150,29896.11,2,340.38,Self-employed,1,698.22
35,41341.9,0.2057,0.4041,3,3,4909.22,40,6534.62,3,1070.1,Unemployed,1,645.6
67,51252.77,0.2133,0.2627,0,5,25855.33,159,13773.52,1,526.55,Full-time,1,850.0
57,50042.62,0.4161,0.2205,0,16,27006.9,8,29360.43,0,906.19,Unemployed,1,676.71
36,94257.88,0.2657,0.1744,2,2,13258.69,121,24938.34,1,176.35,Unemployed,1,777.52
66,102661.54,0.2646,0.3977,0,10,8231.32,23,3548.67,2,276.03,Self-employed,1,690.36
44,61709.39,0.2732,0.2797,1,17,96781.63,37,31228.14,2,299.36,Part-time,1,703.95
44,125984.42,0.4738,0.3612,3,3,7626.86,92,57088.94,2,335.96,Full-time,1,619.23
41,122493.25,0.642,0.3863,3,4,10666.54,48,37526.53,1,369.25,Part-time,1,525.83
27,73830.67,0.4063,0.3864,0,9,18469.63,176,4694.61,2,1535.4,Self-employed,1,778.18
64,45713.49,0.383,0.4893,2,9,32944.11,133,5309.74,2,646.58,Full-time,1,673.61
21,134446.21,0.3592,0.3221,1,8,16228.5,9,14252.47,0,169.77,Self-employed,1,644.22
29,64378.96,0.3538,0.341,3,4,18485.79,58,21975.37,2,885.57,Self-employed,1,631.94
31,70036.68,0.4609,0.5066,0,17,27678.01,106,28009.01,4,284.49,Full-time,1,673.41
34,56793.53,0.1675,0.1962,3,2,150000.0,29,6815.08,3,17.61,Full-time,1,699.87
27,44337.87,0.308,0.1505,2,1,12022.96,37,12541.18,1,351.48,Part-time,1,700.81
21,34170.3,0.2129,0.4197,2,5,12620.28,9,6664.27,2,271.9,Full-time,1,638.7
52,87973.49,0.3306,0.3867,6,13,16724.97,15,5677.56,3,509.61,Part-time,1,516.64
66,46512.18,0.3996,0.1077,1,3,29007.27,172,18871.61,2,156.21,Full-time,1,821.53
26,250000.0,0.3764,0.2514,0,13,105623.01,113,12551.44,1,1178.82,Self-employed,1,768.4
34,40589.59,0.6056,0.2834,1,7,16688.99,55,19675.36,0,231.17,Unemployed,1,618.3
44,37578.14,0.4894,0.4224,0,14,26589.55,69,8217.79,2,356.68,Unemployed,1,655.08
64,83246.59,0.1328,0.3508,2,4,3978.35,96,23605.2,2,244.34,Part-time,1,752.46
53,131688.04,0.4065,0.1757,2,14,18868.17,134,5123.53,4,123.51,Unemployed,1,745.79
57,68122.67,0.5513,0.4708,1,1,17856.59,54,9071.47,1,95.59,Full-time,1,586.91
48,85605.87,0.4478,0.437,1,13,36804.79,68,5214.98,4,619.57,Unemployed,1,638.08
40,28865.54,0.5503,0.169,1,1,12555.01,90,17014.83,2,473.42,Full-time,1,692.66
30,48782.15,0.4328,0.5942,0,8,7664.25,20,62356.47,4,282.95,Self-employed,1,588.28
61,40817.77,0.5254,0.3489,2,12,21179.32,39,18276.34,2,467.84,Part-time,1,587.66
58,28204.29,0.4009,0.4142,1,1,6055.05,132,12253.34,1,215.51,Self-employed,1,711.18
22,69747.8,0.3865,0.3259,0,16,10274.3,148,11295.46,0,267.05,Part-time,1,775.91
54,24118.33,0.4289,0.3325,0,17,18741.57,118,8159.84,1,196.03,Unemployed,1,736.54
24,36497.97,0.2826,0.3726,0,12,3368.74,166,34180.02,6,146.96,Self-employed,1,810.4
55,51961.73,0.2459,0.3876,0,5,15078.24,162,18960.99,2,190.96,Full-time,1,814.33
59,45520.65,0.3838,0.458,2,13,54521.08,118,3221.18,0,185.27,Part-time,1,668.69
27,79093.33,0.2901,0.3662,1,6,5839.06,126,33693.21,2,454.89,Full-time,1,751.42
41,75925.74,0.5186,0.3057,1,12,11177.01,61,6374.28,3,354.9,Full-time,1,643.83
26,98934.12,0.6198,0.2255,2,3,27225.85,5,7649.95,2,303.59,Full-time,1,561.85
47,92834.41,0.2246,0.1368,1,11,31914.03,52,18806.28,0,413.83,Unemployed,1,766.75
64,110565.76,0.145,0.4091,0,6,18780.26,149,8034.45,2,227.37,Self-employed,1,828.39
24,66114.06,0.2172,0.4098,1,10,15828.93,134,89895.35,2,162.89,Full-time,1,769.06
39,75853.57,0.3009,0.4649,3,6,57377.95,100,10908.09,2,216.14,Full-time,1,651.84
66,83298.11,0.5811,0.5395,3,5,20929.53,101,22883.77,1,394.18,Full-time,1,549.96
35,70526.62,0.5324,0.2536,2,7,8600.89,5,3594.58,3,229.29,Full-time,1,581.05
27,55340.63,0.2059,0.1113,2,15,19616.09,36,7912.19,3,352.11,Self-employed,1,740.4
43,56976.88,0.4675,0.2269,1,7,16408.71,145,11952.85,0,317.45,Full-time,1,748.86
44,45802.72,0.295,0.2106,3,12,13265.82,166,31172.65,2,272.39,Part-time,1,772.18
52,79995.65,0.3029,0.5039,3,12,5558.91,139,5351.96,2,117.86,Unemployed,1,673.99
35,63430.06,0.2867,0.2731,3,11,17944.5,40,37031.11,2,244.3,Part-time,1,654.05
65,49097.91,0.3679,0.7003,1,17,27112.77,179,14886.74,5,422.61,Unemployed,1,688.72
45,49118.44,0.4231,0.3115,0,1,30495.34,91,17647.15,1,607.88,Full-time,1,721.03
34,38381.11,0.3595,0.3791,3,9,18174.72,88,7090.15,1,585.29,Unemployed,1,645.71
66,102793.62,0.3071,0.4305,2,17,18488.19,76,5881.7,1,554.46,Unemployed,1,663.58
64,68554.06,0.7066,0.0994,0,17,12185.96,140,2099.03,1,146.5,Full-time,1,729.84
44,44879.66,0.5711,0.0698,0,8,35510.38,127,17235.6,1,723.53,Self-employed,1,767.05
22,95210.59,0.525,0.1925,0,1,7845.03,129,22769.27,2,201.87,Unemployed,1,751.88
49,51420.8,0.512,0.3726,0,7,12522.46,3,9822.15,0,258.94,Unemployed,1,605.75
47,35139.27,0.3499,0.2545,2,7,10258.83,90,3477.33,0,386.62,Part-time,1,706.4
27,104772.86,0.296,0.2365,4,7,16677.32,26,8327.34,1,686.03,Unemployed,1,623.74
50,51964.0,0.5835,0.468,1,1,45204.15,33,18345.46,1,187.61,Full-time,1,560.45
60,55049.9,0.4748,0.2109,0,16,7852.59,132,15621.86,5,1507.13,Part-time,1,764.83
25,67408.81,0.1545,0.1107,0,11,21927.14,81,23651.22,2,328.91,Unemployed,0,843.48
54,110654.18,0.2316,0.2568,1,7,22271.81,164,3378.56,1,324.56,Unemployed,1,827.99
27,66770.51,0.561,0.1741,2,17,9183.42,30,9468.7,3,366.16,Self-employed,1,613.18
56,38576.45,0.3113,0.3294,1,15,15759.35,171,12269.36,1,595.89,Full-time,1,791.76
40,84520.1,0.5228,0.1807,1,4,9626.46,56,22883.61,4,547.07,Unemployed,1,669.65
21,53196.86,0.342,0.4733,1,4,19350.85,116,7999.46,1,168.95,Self-employed,1,700.74
66,154749.94,0.4718,0.4458,2,13,16601.21,157,21050.19,0,481.1,Unemployed,1,677.84
28,66137.83,0.2745,0.1651,1,15,51708.03,28,5961.19,4,488.46,Self-employed,1,724.71
49,24203.05,0.4329,0.1373,1,13,10554.27,47,16065.77,0,761.32,Full-time,1,699.97
29,77715.83,0.1714,0.3587,1,15,15988.48,56,10412.5,2,85.69,Self-employed,1,730.57
64,158747.32,0.5084,0.1421,1,2,13883.65,149,9909.26,1,810.13,Full-time,1,761.12
55,134479.11,0.4561,0.3084,2,3,46616.2,166,103898.44,1,706.36,Full-time,1,724.4
58,150833.13,0.5095,0.1227,2,8,12776.54,8,10067.27,3,664.31,Full-time,1,623.14
41,41819.08,0.2301,0.3398,0,11,9664.19,143,9326.49,0,905.47,Full-time,1,815.19
42,99754.61,0.4397,0.4892,0,3,10475.87,89,3980.08,3,721.13,Full-time,1,669.96
50,47815.37,0.3342,0.3104,1,2,10355.33,127,30995.05,2,510.28,Full-time,1,752.97
57,73198.5,0.2516,0.1592,2,6,12005.69,134,8416.41,7,329.93,Full-time,1,796.39
60,37315.77,0.4137,0.1304,1,13,9906.67,120,13000.85,0,164.68,Full-time,1,768.29
21,49513.22,0.2394,0.336,2,14,18230.21,156,6518.21,0,200.72,Full-time,1,774.18
52,48809.93,0.3412,0.1064,1,14,7266.05,41,19022.46,2,835.35,Self-employed,1,730.21
26,99146.11,0.1355,0.2215,2,5,27000.68,7,29509.76,3,292.68,Full-time,1,709.81
34,94875.77,0.5205,0.1235,1,5,18561.19,95,40633.38,1,327.24,Full-time,1,717.14
59,74949.43,0.3415,0.1001,1,16,56119.57,143,12099.09,0,463.81,Full-time,1,816.69
32,36037.32,0.312,0.0614,0,3,25004.48,40,8067.29,0,296.15,Part-time,1,774.38
58,57512.77,0.4086,0.3554,1,14,23298.07,160,7632.87,3,453.68,Unemployed,1,746.9
42,47299.15,0.5118,0.152,0,1,73621.4,24,13561.68,0,318.85,Self-employed,1,678.46
31,97865.96,0.1946,0.2912,2,5,24443.19,30,16574.04,1,397.5,Full-time,1,693.82
36,112440.92,0.4544,0.3548,2,4,15516.58,159,21218.81,3,456.65,Part-time,1,707.48
45,106443.92,0.2405,0.31,5,8,9813.86,12,6504.1,3,243.4,Part-time,1,585.35
56,47105.79,0.399,0.3658,0,2,49862.49,175,14976.6,0,462.62,Full-time,1,784.68
49,20000.0,0.2454,0.2363,1,11,8902.97,39,5617.41,1,294.46,Full-time,1,724.8
64,29877.68,0.1653,0.3104,1,8,8121.89,32,11967.24,1,963.91,Part-time,1,724.48
61,125458.73,0.2405,0.5636,3,11,8147.36,44,43751.28,2,82.06,Self-employed,1,598.62
56,55239.6,0.2542,0.4872,0,13,10649.63,149,11005.85,3,724.61,Full-time,1,776.11
49,47201.17,0.4419,0.3322,0,10,18590.38,36,6299.12,2,298.06,Full-time,1,664.38
34,138579.18,0.2892,0.1542,4,9,15010.94,112,17996.49,4,578.37,Full-time,1,718.02
40,116928.97,0.491,0.361,1,7,26049.73,107,28575.15,1,321.26,Part-time,1,676.62
26,66903.19,0.3152,0.2447,0,12,8408.31,119,6950.17,2,514.49,Full-time,1,793.43
38,57986.68,0.2888,0.2089,2,17,9796.23,47,4222.75,3,462.75,Self-employed,1,700.3
64,62352.21,0.5373,0.2129,2,3,20080.0,142,6699.68,0,321.86,Full-time,1,703.92
41,73293.21,0.1815,0.3577,1,2,9182.69,130,9193.61,4,209.64,Self-employed,1,789.46
26,135947.12,0.3643,0.2669,2,14,6949.91,117,48553.36,3,109.69,Self-employed,1,721.48
51,80026.28,0.2366,0.3642,1,11,6180.21,94,4050.39,1,478.75,Full-time,1,741.3
66,91739.94,0.3804,0.2231,3,10,17431.51,87,3165.14,3,603.12,Part-time,1,677.6
61,111990.75,0.5125,0.4225,1,1,17185.5,83,16833.49,2,115.76,Part-time,1,634.79
33,39090.93,0.3925,0.1532,1,8,16627.76,157,7295.24,0,365.04,Self-employed,1,799.78
42,92938.0,0.3176,0.373,0,10,42271.48,156,5751.92,2,167.86,Unemployed,1,791.47
45,57956.27,0.1781,0.3761,1,13,22282.21,46,23208.14,0,552.41,Self-employed,1,715.88
32,21327.6,0.3552,0.492,3,4,18038.07,108,14436.41,2,83.91,Self-employed,1,635.44
33,25395.41,0.5097,0.2012,2,11,46333.07,133,31399.09,2,209.79,Full-time,1,707.62
32,41850.0,0.3253,0.4201,0,2,35685.8,49,24943.0,2,295.79,Self-employed,1,688.22
67,84040.19,0.3362,0.4448,3,14,10818.97,35,4783.99,3,404.04,Unemployed,1,592.11
56,69648.04,0.3425,0.2181,1,1,32344.01,18,3205.53,2,361.01,Full-time,1,682.72
60,71895.22,0.5501,0.2192,4,10,62384.16,29,34587.46,1,732.0,Part-time,1,554.34
59,159201.28,0.1754,0.3723,3,17,62546.07,98,12020.27,2,820.37,Self-employed,1,710.97
66,37380.69,0.4821,0.2392,0,6,35728.83,87,150000.0,2,612.48,Self-employed,1,718.07
25,65359.3,0.5939,0.5756,1,3,23661.12,135,30392.55,0,303.11,Part-time,1,615.43
62,75886.64,0.6649,0.1964,3,12,22096.23,146,42853.83,2,382.6,Full-time,1,648.1
24,47509.13,0.4045,0.4009,1,7,50012.96,122,5986.94,4,271.38,Part-time,1,705.09
43,67020.05,0.2632,0.1454,1,12,7070.05,81,12441.29,4,323.81,Full-time,1,777.19
48,32209.7,0.5175,0.3504,2,8,43797.67,145,26565.81,1,796.19,Unemployed,1,677.98
37,124798.76,0.3133,0.3146,4,6,19757.49,161,12437.25,1,935.26,Self-employed,1,711.53
27,48692.17,0.1117,0.3815,0,1,9453.24,140,14011.17,1,662.78,Full-time,1,837.78
30,165070.85,0.3939,0.27,3,7,7884.08,117,16431.09,1,455.32,Full-time,1,686.83
59,65211.2,0.3303,0.4808,2,16,5464.71,94,7220.25,4,388.45,Full-time,1,659.04
35,105095.43,0.6471,0.4936,2,17,26772.86,54,6304.69,0,429.95,Self-employed,1,527.47
35,64602.84,0.2259,0.1403,1,1,69266.66,49,11432.5,3,398.27,Part-time,1,762.99
64,65262.0,0.2563,0.4252,1,4,12715.4,164,9392.28,2,665.96,Unemployed,1,778.48
27,50878.05,0.6529,0.1086,2,16,9919.09,148,6336.62,1,481.84,Self-employed,1,700.31
64,69815.11,0.3309,0.148,2,15,42021.07,157,11995.05,5,351.09,Part-time,1,794.56
64,76351.23,0.4454,0.1862,0,1,19524.98,80,4402.67,0,580.9,Part-time,1,736.5
49,46494.24,0.5465,0.2218,2,8,43393.06,136,25541.15,2,370.1,Unemployed,1,693.93
28,62550.53,0.2502,0.32,2,7,9108.0,27,22052.59,2,244.18,Full-time,1,667.44
28,50284.67,0.4112,0.2142,1,17,28475.74,162,23888.03,3,219.0,Part-time,1,783.09
34,186250.69,0.3544,0.2433,2,14,64255.67,161,6549.57,2,116.55,Self-employed,1,767.02
48,63552.47,0.3715,0.4503,0,14,8647.75,111,5880.86,2,1250.99,Full-time,1,718.47
28,132634.76,0.4882,0.3617,2,1,14406.97,39,41072.15,1,502.62,Full-time,1,595.62
42,60595.14,0.3575,0.3348,0,12,14001.04,142,11312.55,1,442.77,Self-employed,1,777.38
26,74360.45,0.4819,0.3352,3,14,30475.27,32,21689.87,1,163.92,Self-employed,1,573.3
46,36511.63,0.4223,0.1497,2,8,43584.38,12,5015.95,2,189.93,Unemployed,1,645.88
21,54112.33,0.3559,0.2711,0,8,11189.86,36,10478.01,1,440.37,Self-employed,1,705.46
54,72746.83,0.2828,0.0897,0,5,103635.74,84,36791.93,3,332.72,Full-time,1,812.74
23,135090.71,0.3692,0.0794,4,9,18761.01,39,14967.06,3,164.08,Self-employed,1,651.89
30,73122.56,0.3545,0.325,2,6,12120.42,123,10804.05,2,200.67,Part-time,1,714.9
29,123336.81,0.3391,0.2725,0,4,48989.88,51,21620.89,1,268.38,Full-time,1,722.64
60,88285.23,0.4462,0.0626,1,17,19891.46,140,17476.81,2,437.29,Full-time,1,792.16
23,137630.88,0.4158,0.1867,2,4,13858.38,103,78576.83,1,252.71,Full-time,1,714.42
41,64436.21,0.3543,0.3749,0,4,12336.91,113,13832.07,1,287.54,Unemployed,1,744.15
48,193997.44,0.2548,0.4887,2,14,78554.28,40,23165.23,1,89.41,Full-time,1,634.72
45,53187.13,0.3595,0.3868,1,3,8993.68,109,11913.09,4,437.2,Part-time,1,711.28
52,46868.08,0.5363,0.3537,3,1,39659.28,156,5765.19,0,243.74,Full-time,1,655.68
58,38387.08,0.4158,0.2865,5,10,10217.5,102,19120.78,2,793.03,Full-time,1,613.64
39,188897.74,0.5128,0.3389,4,6,11661.95,79,3841.54,2,759.06,Self-employed,1,577.27
59,95678.74,0.6994,0.1007,1,12,17028.44,107,30902.46,4,453.1,Self-employed,1,679.17
